article_nr,title,description,brand,kba,part_state,quantity,vat,price,price_b2b,img_1,img_2,img_3,img_4,img_5,img_6
TODO,"AUDI A6 4F 05-11, BENZIN/BRÆNDSTOF PUMPE EL",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/6/160083,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/6/147185,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/6/107238,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/6/107054,,
TODO,"AUDI A6 4F 05-11, RUDEMOTOR",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/7/160084,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/7/147186,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/7/107239,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/7/107055,,
TODO,"AUDI A6 4F 05-11, RUDEMOTOR",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/8/164415,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/8/163258,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/8/160085,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/989/8/147187,,
TODO,"AUDI A6 4F 05-11, SIDESPEJL EL",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/990/6/160091,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/990/6/147193,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/990/6/107242,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/990/6/107058,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL FOR H.",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/991/6/206451,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/991/6/206408,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/991/6/206359,,,
TODO,"AUDI A6 4F 05-11, INSTRUKTIONSBOG",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,200,200,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/994/9/147199,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/994/9/107062,,,,
TODO,"AUDI A6 4F 05-11, LUFTFILTER",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,450,450,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/995/1/163262,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/995/1/160096,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/995/1/147200,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/995/1/107328,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/995/1/107245,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/995/1/107063
TODO,"AUDI A6 4F 05-11, HUNDEGITTER",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/996/0/147203,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/996/0/107066,,,,
TODO,"AUDI A6 4F 05-11, HØJTTALER",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/999/8/163271,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/999/8/147222,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/999/8/107330,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/999/8/107069,,
TODO,"AUDI A6 4F 05-11, KONTAKT RUDEHEJS",,AUDI,"0588AFX,0588AFY,0588AGI,0588AGJ",B,1,TODO,250,250,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/999/9/147223,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/141/999/9/107070,,,,
TODO,"AUDI A6 4F 05-11, MOTOR","MOTOR NR:  BSG  -004124
TURBO DEFFEKT",AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B1,1,TODO,16000,16000,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/305/3/228921,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/305/3/228909,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/305/3/228895,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/305/3/228881,,
TODO,"AUDI A6 4F 05-11, FORBRO KMPL.",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,1500,1500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/324/2/228796,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/324/2/228755,,,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL FOR V.",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/324/3/229578,,,,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL FOR H.",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/324/4/229579,,,,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL BAG V",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/327/2/233342,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/327/2/233274,,,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL BAG H.",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/327/3/237427,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/327/3/237382,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/327/3/233343,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/327/3/233275,,
TODO,"AUDI A6 4F 05-11, CENTRALLÅS EL.",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/330/8/190061,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/330/8/189649,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/330/8/189163,,,
TODO,"AUDI A6 4F 05-11, VISKERMOTOR",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/6/160991,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/6/148378,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/6/111822,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/6/111620,,
TODO,"AUDI A6 4F 05-11, VISKERTRÆK",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/7/163687,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/7/160992,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/7/148379,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/7/111975,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/7/111823,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/338/7/111621
TODO,"AUDI A6 4F 05-11, SOLTAGSMOTOR",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/164603,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/163688,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/160994,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/148382,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/112053,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/111976,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/111824,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/0/111623
TODO,"AUDI A6 4F 05-11, INJECTION ELBOKS",4F0907401B,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,1200,1200,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/164604,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/163689,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/160995,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/148383,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/112054,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/111977,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/111825,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/1/111624
TODO,"AUDI A6 4F 05-11, VARMEREGULERING",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/2/163690,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/2/160996,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/2/148384,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/2/111978,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/2/111826,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/2/111625
TODO,"AUDI A6 4F 05-11, INSTRUMENT MED OMDR.",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,1000,1000,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/5/163691,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/5/160998,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/5/148386,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/5/111979,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/5/111828,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/5/111627
TODO,"AUDI A6 4F 05-11, NAVIGATION",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,2500,2500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/7/163693,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/7/161000,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/7/148388,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/7/111980,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/7/111829,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/339/7/111628
TODO,"AUDI A6 4F 05-11, EKSPANTIONSBEHOLDER",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,250,250,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/340/6/161004,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/340/6/148392,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/340/6/111833,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/340/6/111632,,
TODO,"AUDI A6 4F 05-11, KØLER INTERCOOLER",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/2/161006,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/2/148394,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/2/111835,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/2/111634,,
TODO,"AUDI A6 4F 05-11, LOFTSLYS",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,300,300,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/3/163696,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/3/161007,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/3/148395,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/3/111983,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/3/111836,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/3/111635
TODO,"AUDI A6 4F 05-11, NAVIGATION",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,2500,2500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/5/163697,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/5/161008,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/5/148396,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/5/111984,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/5/111837,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/341/5/111636
TODO,"AUDI A6 4F 05-11, RELÆ DIVERSE",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/164607,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/163701,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/161012,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/148400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/112057,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/111988,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/111841,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/0/111640
TODO,"AUDI A6 4F 05-11, RADIO TILBEHØR",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,1200,1200,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/164608,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/163702,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/161013,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/148401,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/112058,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/111989,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/111842,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/1/111641
TODO,"AUDI A6 4F 05-11, HANDSKERUM",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,600,600,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/3/161015,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/3/148403,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/3/111844,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/3/111643,,
TODO,"AUDI A6 4F 05-11, TÅGELYGTE FOR",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,150,150,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/7/161018,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/7/148406,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/7/111845,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/7/111644,,
TODO,"AUDI A6 4F 05-11, TÅGELYGTE FOR",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,150,150,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/8/161019,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/8/148407,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/8/111846,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/342/8/111645,,
TODO,"AUDI A6 4F 05-11, RELÆ DIVERSE",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/752/9/167655,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/752/9/167575,,,,
TODO,"AUDI A6 4F 05-11, RELÆ DIVERSE",,AUDI,"0588881,0588893,0588899,0588900,0588ABP,0588ABQ,0588ACG,0588ACH",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/753/2/167657,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/142/753/2/167577,,,,
TODO,"AUDI A6 4F 05-11, GEARKASSE 4 X 4","09L300041BX  PART L",AUDI,"0588AAS,0588ABA",B1,1,TODO,8500,8500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/825/2/192582,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/825/2/192573,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/825/2/192564,,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL FOR V.","4F0407451X  PART L
4F0407271J  PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/825/7/187182,,,,,
TODO,"AUDI A6 4F 05-11, TRÆKAKSEL FOR H.","4F0407452X  PART L
4F0407272J  PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/825/8/187183,,,,,
TODO,"AUDI A6 4F 05-11, INJECTION ELBOKS","0281014376
4F9910401BX PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,1200,1200,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/826/1/187406,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/826/1/187184,,,,
TODO,"AUDI A6 4F 05-11, SIDESPEJL EL","7 LEDN.
4F1858531M01C  PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/832/3/185752,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/832/3/185527,,,,
TODO,"AUDI A6 4F 05-11, CENTRALLÅS EL.","4F1837016  PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,350,350,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/833/2/186964,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/833/2/186843,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/833/2/186679,,,
TODO,"AUDI A6 4F 05-11, RELÆ DIVERSE",4F0919283F,AUDI,"0588AAS,0588ABA",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/4/187408,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/4/187317,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/4/187188,,,
TODO,"AUDI A6 4F 05-11, RELÆ DIVERSE",4F0907289J,AUDI,"0588AAS,0588ABA",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/6/187319,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/6/187190,,,,
TODO,"AUDI A6 4F 05-11, RADIO TILBEHØR",4F0910223K,AUDI,"0588AAS,0588ABA",B,1,TODO,1000,1000,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/7/187410,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/7/187320,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/7/187191,,,
TODO,"AUDI A6 4F 05-11, NAVIGATION",4E0919887M,AUDI,"0588AAS,0588ABA",B,1,TODO,2500,2500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/9/187442,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/9/187411,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/9/187321,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/835/9/187192,,
TODO,"AUDI A6 4F 05-11, NAVIGATION","4F0919603B
8T0919603C  PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,2500,2500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/840/4/187330,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/840/4/187201,,,,
TODO,"AUDI A6 4F 05-11, AIRBAG ELBOKS","4F0910655E  PARTLINK",AUDI,"0588AAS,0588ABA",B,1,TODO,800,800,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/2/187416,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/2/187332,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/2/187203,,,
TODO,"AUDI A6 4F 05-11, SOLTAGSMOTOR","4B0959591K  PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/3/187417,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/3/187333,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/3/187204,,,
TODO,"AUDI A6 4F 05-11, ARMLÆN","4F0864245R LÅG PART L
4F0864209 NED.DEL PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,400,400,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/4/187334,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/841/4/187205,,,,
TODO,"AUDI A6 4F 05-11, ESP","8E0907637B PART L",AUDI,"0588AAS,0588ABA",B,1,TODO,500,500,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/842/2/187419,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/842/2/187336,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/842/2/187207,,,
TODO,"AUDI A6 4F 05-11, UDSTØDNING","4F0253409AB
4F0253609AB
4F0253610AB

",AUDI,"0588AAS,0588ABA",B,1,TODO,600,600,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/846/6/242883,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/846/6/242881,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/846/6/242878,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/846/6/242874,,
TODO,"AUDI A6 4F 05-11, LOFTSLYS",,AUDI,"0588AAS,0588ABA",B,1,TODO,300,300,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/847/7/187420,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/847/7/187337,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/847/7/187208,,,
TODO,"AUDI A6 4F 05-11, FÆLGE ALUMINIUM","4F0601025AC
7X17 ET42",AUDI,"0588AAS,0588ABA",B,1,TODO,250,250,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/862/1/186108,,,,,
TODO,"AUDI A6 4F 05-11, FÆLGE ALUMINIUM","4F0601025AC
7X17 ET42",AUDI,"0588AAS,0588ABA",B,1,TODO,250,250,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/862/2/186109,,,,,
TODO,"AUDI A6 4F 05-11, FÆLGE ALUMINIUM","4F0601025AC
7X17 ET42",AUDI,"0588AAS,0588ABA",B,1,TODO,250,250,https://egluitistabcloudprod.blob.core.windows.net/pictures/50/P/144/862/3/186110,,,,,
